15	15	4.47214
17	15	6.32456
19	15	7.2111
21	15	8.48528
23	15	14.4222
25	15	15.6205
27	15	18.868
29	15	0
31	15	2
33	15	4
35	15	4.47214
37	15	6.32456
39	15	7.2111
41	15	8.48528
43	15	10
45	15	11.6619
47	15	12.8062
49	15	12.8062
51	15	14.4222
53	15	16.1245
55	15	17.2047
57	15	18.4391
59	15	19.799
61	15	16.9706
63	15	12.8062
65	15	10
67	15	7.2111
69	15	22.6274
71	15	16.9706
73	15	14.1421
75	15	11.3137
77	15	7.2111
79	15	7.2111
81	15	0
83	15	10.198
85	15	8.24621
87	15	6.32456
89	15	6
91	15	6
93	15	4
95	15	2
97	15	2
99	15	10.198
101	15	8.24621
103	15	8
105	15	8.24621
107	15	4.47214
109	15	2
111	15	0
113	15	5.65685
115	15	4.47214
117	15	6
119	15	7.2111
121	15	6
123	15	6.32456
125	15	0
127	15	2
129	15	2.82843
131	15	2
133	15	4.47214
135	15	0
15	17	4
17	17	2.82843
19	17	4.47214
21	17	11.6619
23	17	12.8062
25	17	16.1245
27	17	17.2047
29	17	18.868
31	17	2.82843
33	17	4.47214
35	17	4.47214
37	17	4.47214
39	17	6.32456
41	17	11.6619
43	17	11.6619
45	17	10.7703
47	17	10
49	17	11.6619
51	17	12.8062
53	17	14.4222
55	17	15.6205
57	17	16.9706
59	17	15.6205
61	17	15.6205
63	17	10
65	17	22.6274
67	17	19.799
69	17	14.1421
71	17	11.3137
73	17	10
75	17	10
77	17	4.47214
79	17	24.0832
81	17	11.6619
83	17	12.8062
85	17	6.32456
87	17	10.198
89	17	8.24621
91	17	6.32456
93	17	4.47214
95	17	14.1421
97	17	12.1655
99	17	10.198
101	17	8.24621
103	17	8.24621
105	17	10.198
107	17	2.82843
109	17	2
111	17	4.47214
113	17	5.65685
115	17	4.47214
117	17	4
119	17	6.32456
121	17	6
123	17	10.198
125	17	2
127	17	2
129	17	2.82843
131	17	4.47214
133	17	4.47214
135	17	8.48528
15	19	4.47214
17	19	2.82843
19	19	6.32456
21	19	4.47214
23	19	11.6619
25	19	14.4222
27	19	15.6205
29	19	17.2047
31	19	18.4391
33	19	5.65685
35	19	7.2111
37	19	7.2111
39	19	11.6619
41	19	10.7703
43	19	10
45	19	8.94427
47	19	8.94427
49	19	10
51	19	11.6619
53	19	12.8062
55	19	14.1421
57	19	15.6205
59	19	12.8062
61	19	7.2111
63	19	19.799
65	19	16.9706
67	19	12.8062
69	19	12.8062
71	19	10
73	19	7.2111
75	19	28.2843
77	19	22.6274
79	19	8.94427
81	19	10
83	19	11.3137
85	19	11.3137
87	19	7.2111
89	19	8.94427
91	19	7.2111
93	19	16.4924
95	19	14.5602
97	19	12.6491
99	19	10.7703
101	19	8.94427
103	19	8.94427
105	19	5.65685
107	19	4.47214
109	19	4
111	19	4.47214
113	19	5.65685
115	19	2.82843
117	19	2
119	19	6.32456
121	19	6
123	19	8.24621
125	19	0
127	19	0
129	19	2.82843
131	19	2
133	19	5.65685
135	19	7.2111
15	21	0
17	21	13.4164
19	21	4.47214
21	21	6.32456
23	21	6.32456
25	21	7.2111
27	21	14.4222
29	21	15.6205
31	21	17.2047
33	21	18.868
35	21	8.48528
37	21	11.3137
39	21	10
41	21	7.2111
43	21	10
45	21	10
47	21	10
49	21	10
51	21	10
53	21	11.3137
55	21	12.8062
57	21	10
59	21	15.6205
61	21	16.9706
63	21	18.4391
65	21	15.6205
67	21	10
69	21	7.2111
71	21	24.0832
73	21	25.4558
75	21	19.799
77	21	19.799
79	21	7.2111
81	21	8.48528
83	21	10
85	21	7.2111
87	21	8.24621
89	21	8.94427
91	21	18.9737
93	21	17.088
95	21	15.2315
97	21	13.4164
99	21	11.6619
101	21	11.6619
103	21	13.4164
105	21	7.2111
107	21	6.32456
109	21	6
111	21	4.47214
113	21	5.65685
115	21	2.82843
117	21	2
119	21	5.65685
121	21	6
123	21	6.32456
125	21	6
127	21	8.24621
129	21	2.82843
131	21	2
133	21	4.47214
135	21	6.32456
15	23	6.32456
17	23	4.47214
19	23	4.47214
21	23	7.2111
23	23	8.94427
25	23	8.94427
27	23	10.7703
29	23	14.4222
31	23	16.1245
33	23	17.8885
35	23	20
37	23	11.3137
39	23	12.8062
41	23	12.8062
43	23	10
45	23	11.3137
47	23	6.32456
49	23	7.2111
51	23	10
53	23	12.8062
55	23	11.3137
57	23	12.8062
59	23	14.1421
61	23	15.6205
63	23	12.8062
65	23	11.3137
67	23	7.2111
69	23	21.2603
71	23	22.6274
73	23	16.9706
75	23	16.9706
77	23	8.48528
79	23	7.2111
81	23	7.2111
83	23	7.2111
85	23	16.9706
87	23	16.9706
89	23	16.9706
91	23	6.32456
93	23	17.8885
95	23	16.1245
