15	15	4.47214
17	15	6.32456
19	15	7.2111
21	15	8.48528
23	15	17.088
25	15	17.8885
27	15	18.868
29	15	0
31	15	2
33	15	4
35	15	6
37	15	8
39	15	8.24621
41	15	8.94427
43	15	10.7703
45	15	12.8062
47	15	13.4164
49	15	14.4222
51	15	16.1245
53	15	16.1245
55	15	17.2047
57	15	18.868
59	15	20
61	15	21.2603
63	15	22.8035
65	15	20
67	15	14.4222
69	15	26.9072
71	15	28.4253
73	15	25.6125
75	15	20
77	15	17.2047
79	15	14.4222
81	15	0
83	15	14
85	15	12
87	15	10
89	15	8
91	15	6
93	15	4
95	15	2
97	15	2
99	15	10.198
101	15	8.24621
103	15	8
105	15	10
107	15	4.47214
109	15	2
111	15	0
113	15	8.94427
115	15	10.198
117	15	6
119	15	10.198
121	15	12
123	15	12.1655
125	15	0
127	15	2
129	15	6.32456
131	15	8.24621
133	15	8.94427
135	15	0
15	17	4
17	17	2.82843
19	17	4.47214
21	17	14.5602
23	17	15.2315
25	17	16.1245
27	17	17.2047
29	17	18.868
31	17	2.82843
33	17	4.47214
35	17	6.32456
37	17	8.24621
39	17	8.24621
41	17	12.6491
43	17	12.1655
45	17	11.6619
47	17	11.6619
49	17	13.4164
51	17	13.4164
53	17	14.4222
55	17	16.1245
57	17	17.2047
59	17	18.868
61	17	20
63	17	17.2047
65	17	22.8035
67	17	24.0832
69	17	25.6125
71	17	22.8035
73	17	17.2047
75	17	14.4222
77	17	11.6619
79	17	32.5576
81	17	11.6619
83	17	12.8062
85	17	10.198
87	17	10.198
89	17	8.24621
91	17	6.32456
93	17	4.47214
95	17	14.1421
97	17	12.1655
99	17	10.198
101	17	8.24621
103	17	8.24621
105	17	10.198
107	17	2.82843
109	17	2
111	17	4.47214
113	17	8.94427
115	17	8.24621
117	17	4
119	17	10.198
121	17	10
123	17	10.198
125	17	2
127	17	2
129	17	6.32456
131	17	6
133	17	8.24621
135	17	8.94427
15	19	4.47214
17	19	2.82843
19	19	6.32456
21	19	6
23	19	13.4164
25	19	14.4222
27	19	15.6205
29	19	17.2047
31	19	18.4391
33	19	5.65685
35	19	7.2111
37	19	8.94427
39	19	11.6619
41	19	10.7703
43	19	10.7703
45	19	10.7703
47	19	10.7703
49	19	10.7703
51	19	11.6619
53	19	13.4164
55	19	14.4222
57	19	16.1245
59	19	17.2047
61	19	18.868
63	19	20
65	19	21.2603
67	19	22.8035
69	19	20
71	19	14.4222
73	19	11.6619
75	19	28.4253
77	19	29.7321
79	19	8.94427
81	19	10
83	19	11.3137
85	19	12.8062
87	19	8.24621
89	19	8.94427
91	19	7.2111
93	19	16.4924
95	19	14.5602
97	19	12.6491
99	19	10.7703
101	19	8.94427
103	19	8.94427
105	19	5.65685
107	19	4.47214
109	19	4
111	19	4.47214
113	19	6.32456
115	19	6.32456
117	19	2
119	19	8.24621
121	19	8
123	19	8.24621
125	19	0
127	19	0
129	19	4.47214
131	19	4
133	19	6.32456
135	19	7.2111
15	21	0
17	21	13.4164
19	21	6
21	21	6.32456
23	21	8.24621
25	21	10.198
27	21	14.4222
29	21	15.6205
31	21	17.2047
33	21	18.9737
35	21	8.48528
37	21	11.3137
39	21	11.6619
41	21	13.4164
43	21	13.4164
45	21	13.4164
47	21	13.4164
49	21	13.4164
51	21	13.4164
53	21	13.4164
55	21	13.4164
57	21	14.4222
59	21	16.1245
61	21	17.2047
63	21	18.868
65	21	20
67	21	17.2047
69	21	11.6619
71	21	24.0832
73	21	25.6125
75	21	26.9072
77	21	28.4253
79	21	8
81	21	8.48528
83	21	10
85	21	11.6619
87	21	11.6619
89	21	8.94427
91	21	18.9737
93	21	17.088
95	21	15.2315
97	21	13.4164
99	21	11.6619
101	21	11.6619
103	21	13.4164
105	21	7.2111
107	21	6.32456
109	21	6
111	21	6.32456
113	21	7.2111
115	21	4.47214
117	21	2
119	21	6.32456
121	21	6
123	21	7.2111
125	21	6
127	21	8.24621
129	21	2.82843
131	21	2
133	21	4.47214
135	21	6.32456
15	23	6.32456
17	23	4.47214
19	23	4.47214
21	23	7.2111
23	23	8.94427
25	23	10.7703
27	23	12.6491
29	23	14.5602
31	23	16.1245
33	23	17.8885
35	23	20.5913
37	23	11.3137
39	23	12.8062
41	23	14.4222
43	23	14.4222
45	23	14.4222
47	23	13.4164
49	23	13.4164
51	23	14.4222
53	23	14.4222
55	23	14.4222
57	23	14.4222
59	23	14.4222
61	23	16.1245
63	23	17.2047
65	23	18.868
67	23	16.1245
69	23	21.2603
71	23	22.8035
73	23	24.0832
75	23	25.6125
77	23	8.94427
79	23	8.24621
81	23	7.2111
83	23	8.94427
85	23	18.4391
87	23	20
89	23	20
91	23	6.32456
93	23	17.8885
95	23	16.1245
